,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type
35,1.0,292.0,1.0,0.018296420574188232,"Some yourself are clearly out in [[force]] to believe in an extraterrestrial currency, where the value isn't [[tied]] to the activities of the creditors and the bank runs are highly profitable. You must [[also]] [[understand]], this concept of buying and selling is not so [[much]] new as it is being copied and counterfeited and gaining ground. [[There]] are also those who like taking advantage of [[individuals]] and corporations not in the best interest of the [[company]] that trundles around in circles, filled with loans which need to be paid back and insolvent companies thus [[helped]] and bribed. [[The]] question of course, is how to hold onto the revenue that you [[receive]] the Corporation with? There is one type that you can keep, the [[account]] or wallets which we have seen on the Internet. [[Also]] there are those who [[use]] Bitcoin for in fact [[lending]], thus the idea of a cartel or network of bankers up and down the planet with banks in the",0.0,0.5334898829460144,"Some yourself are clearly out in [[mind]] to believe in an extraterrestrial currency, where the value isn't [[dependent]] to the activities of the creditors and the bank runs are highly profitable. You must [[either]] [[forget]], this concept of buying and selling is not so [[blasted]] new as it is being copied and counterfeited and gaining ground. [[some]] are also those who like taking advantage of [[people]] and corporations not in the best interest of the [[corporation]] that trundles around in circles, filled with loans which need to be paid back and insolvent companies thus [[backed]] and bribed. [[the]] question of course, is how to hold onto the revenue that you [[pay]] the Corporation with? There is one type that you can keep, the [[accounts]] or wallets which we have seen on the Internet. [[additionally]] there are those who [[have]] Bitcoin for in fact [[loans]], thus the idea of a cartel or network of bankers up and down the planet with banks in the",Successful
36,1.0,170.0,1.0,0.05701369047164918,"If some members of your body are getting some extra exercise, and your mood is good, would you still have a negative image of yourself? If, on the other hand, some members of your body are getting less exercise ( or exercising less energetically as a result of depression ) are you most likely to agree with someone who appears depressed? From a therapeutic perspective, the answer will depend on whether you are improving mood through therapy or whether your recent poor mood is associated with habits, thoughts, [[habits]] or feelings you believe add to your overall burden of distress. Lesson 1. If you think your behaviour or our past events may have contributed to your current depression, consider going to therapy Lesson 2. Your view of your energy, health, relationships or [[health]] may change in response to a better sense of well - being Co - authored by Ray McFarland, MD, John F. Smith MD, Taylor Farmer, MD, Paul MacL",0.0,0.7217034101486206,"If some members of your body are getting some extra exercise, and your mood is good, would you still have a negative image of yourself? If, on the other hand, some members of your body are getting less exercise ( or exercising less energetically as a result of depression ) are you most likely to agree with someone who appears depressed? From a therapeutic perspective, the answer will depend on whether you are improving mood through therapy or whether your recent poor mood is associated with habits, thoughts, [[behaviour]] or feelings you believe add to your overall burden of distress. Lesson 1. If you think your behaviour or our past events may have contributed to your current depression, consider going to therapy Lesson 2. Your view of your energy, health, relationships or [[illness]] may change in response to a better sense of well - being Co - authored by Ray McFarland, MD, John F. Smith MD, Taylor Farmer, MD, Paul MacL",Successful
42,1.0,169.0,1.0,0.10522496700286864,"[[Breaking]] play to pass run. May have kicked him. Bryce Brown steps up and beats Deangelo Williams for a gain of just 6. – On this first down the first team is picking off a ball. The offense is in the huddle and the first team did a good job of using blitzes to sneak the ball away to a runner. Once the deep safety comes in the ball is released inside the deep middle of the field. The wide receivers get open in the flats. – This play was against the Toronto Argonauts a few days back. – On this first down the Eagles have 4 defenders against the 5. – On this first down the offense is quick - hitting the ball. Actually a little bit of what they showed this past week against Saskatchewan was on this play. – On this second down the Eagles have 3 defenders against the 6. This was a Cover 2, they show their rush and rush off that rush. –",0.0,0.5120723247528076,"[[reverse]] play to pass run. May have kicked him. Bryce Brown steps up and beats Deangelo Williams for a gain of just 6. – On this first down the first team is picking off a ball. The offense is in the huddle and the first team did a good job of using blitzes to sneak the ball away to a runner. Once the deep safety comes in the ball is released inside the deep middle of the field. The wide receivers get open in the flats. – This play was against the Toronto Argonauts a few days back. – On this first down the Eagles have 4 defenders against the 5. – On this first down the offense is quick - hitting the ball. Actually a little bit of what they showed this past week against Saskatchewan was on this play. – On this second down the Eagles have 3 defenders against the 6. This was a Cover 2, they show their rush and rush off that rush. –",Successful
49,1.0,241.0,1.0,0.005709052085876465,"To Kill a King, "" published in 1945, Park [[Chan]] - wook was asked by the [[subject]] of that question : "" Did you kill a king? "" Park's [[reply]] was : "" Of course I saw Japan's greatest enemy. "" Lautner had based this statement on an article that appeared in the former commander - in - chief's Compendium of Department Rules. [[Another]] source for the following quote is a letter to my [[American]] friend Gittings from an American publisher here, who, following [[Gittings's]] criticism in a letter to Peter Turchin in 1982, showed me the translation of a [[line]] of Park's letter : Why does the great general [[Park]] Chan - wook tell us about his own experience in combat? Because, although it ( world - wide ) is not appropriate for a politician to give us so many details, it is his signature, his name, that is in all cases. Still,",0.0,0.7177286148071289,"To Kill a King, "" published in 1945, Park [[chan]] - wook was asked by the [[source]] of that question : "" Did you kill a king? "" Park's [[answering]] was : "" Of course I saw Japan's greatest enemy. "" Lautner had based this statement on an article that appeared in the former commander - in - chief's Compendium of Department Rules. [[that]] source for the following quote is a letter to my [[british]] friend Gittings from an American publisher here, who, following [[grave]] criticism in a letter to Peter Turchin in 1982, showed me the translation of a [[part]] of Park's letter : Why does the great general [[oh]] Chan - wook tell us about his own experience in combat? Because, although it ( world - wide ) is not appropriate for a politician to give us so many details, it is his signature, his name, that is in all cases. Still,",Successful
50,1.0,182.0,1.0,0.2697015404701233,"One was created by Freddie Puckett and Mario Gomi from 2014 to 2002. The other became solid through their family ties and ownership of The Fog Shop and later Fifth Avenue Surf Shop in Monterey for as long as their diverse customer base carried the popular style. While this wasn't a catalog collection of California surfing opportunities, it is still regarded as one of the best surfing stores in the world. Miguel could be stern when it was more or less his responsibility to keep this informative trip report going. Surfing is a growing sport and more and more surf fans are traveling across the world to see exactly how far and what the surf might be like in their home community in places [[like]] Seattle, San Francisco, and further afield, but in The Edge Town, in Los Angeles, California, surfing is just as widely part of life as soccer, snorkeling, touring, or golfing. As with soccer, there were lines for",0.0,0.5818620920181274,"One was created by Freddie Puckett and Mario Gomi from 2014 to 2002. The other became solid through their family ties and ownership of The Fog Shop and later Fifth Avenue Surf Shop in Monterey for as long as their diverse customer base carried the popular style. While this wasn't a catalog collection of California surfing opportunities, it is still regarded as one of the best surfing stores in the world. Miguel could be stern when it was more or less his responsibility to keep this informative trip report going. Surfing is a growing sport and more and more surf fans are traveling across the world to see exactly how far and what the surf might be like in their home community in places [[above]] Seattle, San Francisco, and further afield, but in The Edge Town, in Los Angeles, California, surfing is just as widely part of life as soccer, snorkeling, touring, or golfing. As with soccer, there were lines for",Successful
52,1.0,91.0,1.0,0.029992878437042236,Group. [[A12]]. MoveNext ( ) - - - End of stack trace from previous location where exception was thrown - - - at System. Runtime. CompilerServices. TaskAwaiter. ThrowForNonSuccess ( Task task ) at System. Runtime. CompilerServices. TaskAwaiter. HandleNonSuccessAndDebuggerNotification ( Task task ) at Squirrel. Utility. < DeleteDirectory > d _ _ 3b. MoveNext ( ) - - - End of stack trace from previous location where exception was thrown - - - at System. Runtime. CompilerServices. TaskAwaiter. ThrowForNonSuccess ( Task task ) at System. Runtime. CompilerServices.,0.0,0.5903533697128296,Group. [[group]]. MoveNext ( ) - - - End of stack trace from previous location where exception was thrown - - - at System. Runtime. CompilerServices. TaskAwaiter. ThrowForNonSuccess ( Task task ) at System. Runtime. CompilerServices. TaskAwaiter. HandleNonSuccessAndDebuggerNotification ( Task task ) at Squirrel. Utility. < DeleteDirectory > d _ _ 3b. MoveNext ( ) - - - End of stack trace from previous location where exception was thrown - - - at System. Runtime. CompilerServices. TaskAwaiter. ThrowForNonSuccess ( Task task ) at System. Runtime. CompilerServices.,Successful
58,1.0,413.0,1.0,0.04658257961273194,"In so doing, it permits the PD's sexist taboo to be lifted entirely, unashamed and uncontested. And this is all part of the softening up of the feminist superpredators, the sexual predators that dare to pry open the [[Clinton]] Foundation. New age media techniques [[include]] not only making "" consensual "" accusations, but lying along the way to motivate the accuser and coerce. By [[aggrandizing]] [[even]] subtle sexual assault it would be hard to [[avoid]] shutting down — [[The]] Deep State Media and world governments would [[likely]] collapse in a matter of days. And what of this alleged cheating of the electoral [[contest]]? [[Only]] if Clinton has been targeted for prosecution and conviction for bribery, and if she has "" lied "" to the FBI and the Obama administration during investigations? I am a [[real]] [[believer]] in the legitimacy of her election. What [[could]] be more politically toxic for the Democrats",0.0,0.5180565118789673,"In so doing, it permits the PD's sexist taboo to be lifted entirely, unashamed and uncontested. And this is all part of the softening up of the feminist superpredators, the sexual predators that dare to pry open the [[clinton]] Foundation. New age media techniques [[enable]] not only making "" consensual "" accusations, but lying along the way to motivate the accuser and coerce. By [[inducing]] [[deliberately]] subtle sexual assault it would be hard to [[place]] shutting down — [[both]] Deep State Media and world governments would [[seemingly]] collapse in a matter of days. And what of this alleged cheating of the electoral [[winner]]? [[now]] if Clinton has been targeted for prosecution and conviction for bribery, and if she has "" lied "" to the FBI and the Obama administration during investigations? I am a [[lifelong]] [[suspect]] in the legitimacy of her election. What [[i]] be more politically toxic for the Democrats",Successful
59,1.0,219.0,1.0,0.09392374753952026,"The Hotswapp and me shared a pleasant laugh. "" Before you shed you can have my guide, "" I reminded. "" No, you will be surprised, Erika. "" Erika nodded. [[Finally]], an hour or two [[later]], my hands are in the palm of the hot gas, easing off his foreskin with steady four fingers and quickly removing it. I [[told]] him to shut up. I rolled my aching ass at him and he backed away, laughing at my weakness. I awkwardly kneeled down so that the gray glass domino [[shaped]] scratch had good access to my clit. I simply asked him to try me, calmly saying "" Okay ""... and to come back and tell me his names, how he had met me, etc. Once he was standing still again, I lowered myself in his lap. He says he wants to do it, but my one strong suggestion was to wait for him to come back with",0.0,0.5844444036483765,"The Hotswapp and me shared a pleasant laugh. "" Before you shed you can have my guide, "" I reminded. "" No, you will be surprised, Erika. "" Erika nodded. [[soon]], an hour or two [[early]], my hands are in the palm of the hot gas, easing off his foreskin with steady four fingers and quickly removing it. I [[willed]] him to shut up. I rolled my aching ass at him and he backed away, laughing at my weakness. I awkwardly kneeled down so that the gray glass domino [[machine]] scratch had good access to my clit. I simply asked him to try me, calmly saying "" Okay ""... and to come back and tell me his names, how he had met me, etc. Once he was standing still again, I lowered myself in his lap. He says he wants to do it, but my one strong suggestion was to wait for him to come back with",Successful
60,1.0,162.0,1.0,0.40935659408569336,"[[The]] Northern Territory has offered to conduct a joint and comprehensive review into the environmental impact of the mining and power projects now on the table. The government has already commissioned an expert group to put together a report looking at things like future emissions reductions and whether some particular projects are "" energy negatives "". A spokeswoman for the Northern Territory Department of Mines and Petroleum said all such recommendations would then be considered by a bipartisan taskforce called the NT Action Group ( NTAG ). "" Our government will be reviewing the impact of this and other projects along the NT Energy Transmission Project. This includes an analysis of engineering and data and technical evaluations of potential impacts, "" she said. Of the estimated 125MW capacity for Gorse Creek, the NT has indicated it will seek to be the first state to state for a comprehensive review of how the project is impacting the atmosphere, including any potential to influence the timing of",0.0,0.6524919867515564,"[[a]] Northern Territory has offered to conduct a joint and comprehensive review into the environmental impact of the mining and power projects now on the table. The government has already commissioned an expert group to put together a report looking at things like future emissions reductions and whether some particular projects are "" energy negatives "". A spokeswoman for the Northern Territory Department of Mines and Petroleum said all such recommendations would then be considered by a bipartisan taskforce called the NT Action Group ( NTAG ). "" Our government will be reviewing the impact of this and other projects along the NT Energy Transmission Project. This includes an analysis of engineering and data and technical evaluations of potential impacts, "" she said. Of the estimated 125MW capacity for Gorse Creek, the NT has indicated it will seek to be the first state to state for a comprehensive review of how the project is impacting the atmosphere, including any potential to influence the timing of",Successful
62,1.0,311.0,1.0,0.019820094108581543,"The same lack of defense against broken copies is present when I [[pick]] up a copy of Stax, which [[makes]] me feel bad [[even]] though I immediately lose less money than the other gameplan. My [[original]] plan of winning with a push in this matchup was to force it into Inkmoth Nexus, which [[took]] out Tinker, Xenan Obelisk and Dryad Arbor. [[This]] requires very good defense to [[pick]] up where the Nexus left off, and you have to run [[multiple]] Ambushes in your opening hand for the come - from - behind win. This requires reliable straight - up mana and [[creatures]] to activate them, and that threat selection means you can't use the mana to refill holes in your deck. Better build your deck if you anticipate deck diversity, which can result in a more balanced new matchup ( see the last piece in this series about the different types of Decks and Standard",0.0,0.5051482915878296,"The same lack of defense against broken copies is present when I [[fix]] up a copy of Stax, which [[brings]] me feel bad [[also]] though I immediately lose less money than the other gameplan. My [[new]] plan of winning with a push in this matchup was to force it into Inkmoth Nexus, which [[brought]] out Tinker, Xenan Obelisk and Dryad Arbor. [[the]] requires very good defense to [[come]] up where the Nexus left off, and you have to run [[numerous]] Ambushes in your opening hand for the come - from - behind win. This requires reliable straight - up mana and [[moves]] to activate them, and that threat selection means you can't use the mana to refill holes in your deck. Better build your deck if you anticipate deck diversity, which can result in a more balanced new matchup ( see the last piece in this series about the different types of Decks and Standard",Successful
65,1.0,335.0,1.0,0.004048347473144531,"If you can [[get]] past the recipe, you'll get a superior version of this [[stuff]]. First, go over the categories of pork ( i. e. mini slow - roasted pork loin loin steaks, pulled pork, roast, and Pork'n'Bean ), and [[note]] that these are all made with one [[factor]] : not all pork belongs to one category, and not all animal proteins [[belong]] to one category. ( Granted, you can usually purchase a few varieties of pig and get what you need to cook with, but not always : many have a "" strip "" cut, which causes them to be piggy - fella - y. And some feel a [[unique]] stretch with liver, so if you like your pork [[lighter]], avoid what will be labeled "" smoked "" pork or salami. Bear in mind, you'll want to post your pork recipes with your captions like this when you [[give]] them to",0.0,0.5006850361824036,"If you can [[see]] past the recipe, you'll get a superior version of this [[package]]. First, go over the categories of pork ( i. e. mini slow - roasted pork loin loin steaks, pulled pork, roast, and Pork'n'Bean ), and [[notice]] that these are all made with one [[variety]] : not all pork belongs to one category, and not all animal proteins [[subordinate]] to one category. ( Granted, you can usually purchase a few varieties of pig and get what you need to cook with, but not always : many have a "" strip "" cut, which causes them to be piggy - fella - y. And some feel a [[little]] stretch with liver, so if you like your pork [[homemade]], avoid what will be labeled "" smoked "" pork or salami. Bear in mind, you'll want to post your pork recipes with your captions like this when you [[cook]] them to",Successful
