,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type
343,1.0,173.0,1.0,0.3092305660247803,"16 cd russia has a really good defensive shape but really will be the teams biggest enemy this week. glass cannon jason. 16 [[Dec]] 21 2. 5123 2. 5121 2. 5092 mouz are just broke for the month of june, so there's no real clear sign on their resume but they still don't play well enough to really match up to exactly who they need to get past AUS. First half match ups I expect are friisco and vegas but the second halves of both will show a tough matchup. vala 2 - 2 and hyy soxs 1 - 2, but like I said sr2 brings a lot of talent on this team which is why the team is lead it. Liquid also can perform good but where do they stand between but maybe on the flanks. It's friday night. 16 Dec 14 6. 902",0.0,0.8046503663063049,"16 cd russia has a really good defensive shape but really will be the teams biggest enemy this week. glass cannon jason. 16 [[dec]] 21 2. 5123 2. 5121 2. 5092 mouz are just broke for the month of june, so there's no real clear sign on their resume but they still don't play well enough to really match up to exactly who they need to get past AUS. First half match ups I expect are friisco and vegas but the second halves of both will show a tough matchup. vala 2 - 2 and hyy soxs 1 - 2, but like I said sr2 brings a lot of talent on this team which is why the team is lead it. Liquid also can perform good but where do they stand between but maybe on the flanks. It's friday night. 16 Dec 14 6. 902",Successful
349,1.0,151.0,1.0,0.4589459300041199,"Civil War — forces that staunchly opposed secession in the 1860s can be viewed as a model for modern independence movements throughout the world. Abraham Lincoln is thought to have insisted to Congress that states maintain seceding borders. How then is it possible for federal legislation that acts to fully recognize a state's secession? William Lawrence Smith posits the following : Congress has become entrenching in its legislative attempts to unwind the 13th Amendment. Congress states that states can resolve "" conflicts "" that would neither arise nor arise from Congress. Notwithstanding, Congress can use its power under Article V as well as states'rights to enforce a federal resolution over a state's secession, back into the Union. His column was syndicated in the Washington Post on May 28. To see Smith's full column, click here. To find out more about [[MSNBC's]] other investigative projects, visit our investigative team page and browse through our",0.0,0.7484346628189087,"Civil War — forces that staunchly opposed secession in the 1860s can be viewed as a model for modern independence movements throughout the world. Abraham Lincoln is thought to have insisted to Congress that states maintain seceding borders. How then is it possible for federal legislation that acts to fully recognize a state's secession? William Lawrence Smith posits the following : Congress has become entrenching in its legislative attempts to unwind the 13th Amendment. Congress states that states can resolve "" conflicts "" that would neither arise nor arise from Congress. Notwithstanding, Congress can use its power under Article V as well as states'rights to enforce a federal resolution over a state's secession, back into the Union. His column was syndicated in the Washington Post on May 28. To see Smith's full column, click here. To find out more about [[upcoming]] other investigative projects, visit our investigative team page and browse through our",Successful
350,1.0,195.0,1.0,0.1321050524711609,"Carvey's career is not without its problems, but the recently [[released]] Spaced Theater in Boston has exposed him to a wider audience via a series of alternate movies, including Ghost Rider — which starred fellow - Louisiana native Vincent Price. "" If there were a sacrifice of quality, I wouldn't have made one, "" Spaced Theater co - owner Edward Papazian told the Globe. "" It was quality not cost that drove the decision. "" And for those seemingly who have been waiting since the Oscar sweepstakes of 1981, Spaced [[Theater]] seems like a place for those of us waiting for a repeat of Best Picture Oscar glory to come along with the winner of this year's Golden Globe Awards, as well as Cumberbatch's win as best actor. Also the writer of 2003's Those Last Golden Browns and something like 0 of Ten and next year's Gordon Ramsay / Iain Banks film The Harvest Film will be adding",0.0,0.5241808891296387,"Carvey's career is not without its problems, but the recently [[vacated]] Spaced Theater in Boston has exposed him to a wider audience via a series of alternate movies, including Ghost Rider — which starred fellow - Louisiana native Vincent Price. "" If there were a sacrifice of quality, I wouldn't have made one, "" Spaced Theater co - owner Edward Papazian told the Globe. "" It was quality not cost that drove the decision. "" And for those seemingly who have been waiting since the Oscar sweepstakes of 1981, Spaced [[cinema]] seems like a place for those of us waiting for a repeat of Best Picture Oscar glory to come along with the winner of this year's Golden Globe Awards, as well as Cumberbatch's win as best actor. Also the writer of 2003's Those Last Golden Browns and something like 0 of Ten and next year's Gordon Ramsay / Iain Banks film The Harvest Film will be adding",Successful
366,1.0,277.0,1.0,0.08109068870544434,"Dragon ( duh ) is a gameplay mechanic in the Ys series. Yuji [[Horii]] seems to have thought that it was [[far]] too complicated and limiting for so many types of environments. [[As]] a result, some map design, character creation and equipment have been partially reworked in combination with the weapon - [[allocation]] system. [[The]] most obvious new feature is the Advanced Weapons [[Class]] feature which is now used by all races in the game. Beyond that, there is a new magic system, new most - favored player ( MfP ) ranks and some lore added in. [[While]] there is a newer version of A. P. S. ( actually 2. 0 ). The old weapon pickup [[UI]] has not been updated, and still bears the name Gunpless Xbox versions. However it does [[look]] very dang cool. Changes used to be [[implemented]] in two stages ; Level 1, which used to implement weapon pickups, which [[would]] lower the number of",0.0,0.5161017775535583,"Dragon ( duh ) is a gameplay mechanic in the Ys series. Yuji [[takahashi]] seems to have thought that it was [[now]] too complicated and limiting for so many types of environments. [[towards]] a result, some map design, character creation and equipment have been partially reworked in combination with the weapon - [[based]] system. [[the]] most obvious new feature is the Advanced Weapons [[type]] feature which is now used by all races in the game. Beyond that, there is a new magic system, new most - favored player ( MfP ) ranks and some lore added in. [[while]] there is a newer version of A. P. S. ( actually 2. 0 ). The old weapon pickup [[interface]] has not been updated, and still bears the name Gunpless Xbox versions. However it does [[show]] very dang cool. Changes used to be [[applied]] in two stages ; Level 1, which used to implement weapon pickups, which [[added]] lower the number of",Successful
371,1.0,236.0,1.0,0.04546260833740234,"[[Welcome]] to the official rules. Rules are in bold. 22. Obey Rule # 9. 1. FATE that there are no treasure hunters or loot hounds. 23. FATE is best known for making games of complexity. To which a number of reviewers had a comment. "" Too complex? Too overpowered? Not bad for real - time strategy, but a problem game. "" Perspective : You are asking us to agree that an evil sorcerer and his Magic Hammer [[Hiding]] ( hence the FATE clarification ) is too complex a [[game]] to play competitively in many tournaments? This is our excuse for not pushing for the time and energy to properly [[implement]] the rules, compile decks, and pack them into sleeves, buy the extra boxes, test and play with the [[games]] ( which would be very difficult given the sheer complexity level of this card game ), and sell them to players. At most, maybe try to save money",0.0,0.5665771961212158,"[[come]] to the official rules. Rules are in bold. 22. Obey Rule # 9. 1. FATE that there are no treasure hunters or loot hounds. 23. FATE is best known for making games of complexity. To which a number of reviewers had a comment. "" Too complex? Too overpowered? Not bad for real - time strategy, but a problem game. "" Perspective : You are asking us to agree that an evil sorcerer and his Magic Hammer [[trick]] ( hence the FATE clarification ) is too complex a [[problem]] to play competitively in many tournaments? This is our excuse for not pushing for the time and energy to properly [[set]] the rules, compile decks, and pack them into sleeves, buy the extra boxes, test and play with the [[game]] ( which would be very difficult given the sheer complexity level of this card game ), and sell them to players. At most, maybe try to save money",Successful
372,1.0,339.0,1.0,0.002863049507141113,"[[By]] collapsing an entire worldview on top of it, it is at the same time too simple and too cluttered ; if a [[condition]] [[like]] Brian Irvin can play free safety now, why can't a player playing defensive end now? Defenses benefit from faster [[players]] and dynamic players right now. ( Kelly might go back to playing 10 - Man, Linebacker - 2 Man. ) The Mighty [[Ducks]] were talented, but they had three advantages that I haven't mentioned. Fast Hands 10 - Man definitely benefited from Lee [[May's]] slashing abilities. Lynch [[could]] weave his way through defenders with ease. [[If]] he could gain that speed when he switched to 5 - 2 and [[4]] - [[3]], it would have given them a real fighter. Defensive Line 1 ) Boston Roby [[2]] ) [[Brian]] [[Cushing]] 3 ) Ndamukong Suh If NFL defenses were more [[established]] now, it would have forced the [[offense]] to play fast. Kelly has",0.0,0.5117671489715576,"[[through]] collapsing an entire worldview on top of it, it is at the same time too simple and too cluttered ; if a [[person]] [[before]] Brian Irvin can play free safety now, why can't a player playing defensive end now? Defenses benefit from faster [[speeds]] and dynamic players right now. ( Kelly might go back to playing 10 - Man, Linebacker - 2 Man. ) The Mighty [[ducks]] were talented, but they had three advantages that I haven't mentioned. Fast Hands 10 - Man definitely benefited from Lee [[mater]] slashing abilities. Lynch [[can]] weave his way through defenders with ease. [[though]] he could gain that speed when he switched to 5 - 2 and [[four]] - [[three]], it would have given them a real fighter. Defensive Line 1 ) Boston Roby [[4a]] ) [[brian]] [[thompson]] 3 ) Ndamukong Suh If NFL defenses were more [[complicated]] now, it would have forced the [[offensive]] to play fast. Kelly has",Successful
373,1.0,442.0,1.0,0.0005609393119812012,"[[A]] account that pre - dates the city code permits modification at a [[reasonable]] rate only if proposed design [[costs]] "" will not exceed "" $ 125, 000. [[In]] late 1993, after no income had been generated, the federal District of Columbia office of the Special Advocate disclosed that the commission had proposed a modification of the theater's project [[without]] consulting with the city, but the evidence suggested that the city's Department of Public Works had known of the [[Project]] and had not [[said]] anything until the October 1994 project meeting in which the [[new]] estimate had been revealed and then incorrectly [[changed]] a board or board of directors decision of about $ [[100]], 000 to $ 125, 000. [[In]] discussing the revised fee structure approved by the board, one of the consultants [[stated]] : "" There will need to be any amount below the current board price approved by the [[board]]. The goal of the consultant is to [[get]] the city to agree in advance to [[pay]] [[whatever]] price the city requires. "" [[At]] the",0.0,0.5149767398834229,"[[an]] account that pre - dates the city code permits modification at a [[stipulated]] rate only if proposed design [[costing]] "" will not exceed "" $ 125, 000. [[near]] late 1993, after no income had been generated, the federal District of Columbia office of the Special Advocate disclosed that the commission had proposed a modification of the theater's project [[amid]] consulting with the city, but the evidence suggested that the city's Department of Public Works had known of the [[project]] and had not [[thought]] anything until the October 1994 project meeting in which the [[current]] estimate had been revealed and then incorrectly [[revised]] a board or board of directors decision of about $ [[116]], 000 to $ 125, 000. [[during]] discussing the revised fee structure approved by the board, one of the consultants [[revealed]] : "" There will need to be any amount below the current board price approved by the [[state]]. The goal of the consultant is to [[permit]] the city to agree in advance to [[paying]] [[whichever]] price the city requires. "" [[allmusic]] the",Successful
375,1.0,326.0,1.0,0.00259166955947876,"In December the president jotted down a tax plan, in part, in a post on his personal [[Facebook]] account, according to [[ABC]] [[News]]. [[A]] problem : [[He]] didn't have a copy of the plan he had scribbled down. [[When]] Sanders took over the White [[House]], his wife Jane [[flew]] to [[Washington]] on the eve of a CNN town hall event to stock the Oval Office with memorabilia he [[needed]] to help sell the White House to donors and other [[constituencies]] in his bid for the [[Democratic]] presidential nomination. [[By]] the day after she left, the files in the White House were [[cleared]] of Sanders'stray commas : John [[McManus]] / Reuters Sanders is now trying to protect his brand from any [[potential]] damage from the trove of records. "" [[We]] feel the statements that the administration has made, with respect to their openness, are over the top, "" [[Sanders'deputy]] campaign manager, Symone Sanders, told [[The]] [[Hill]]",0.0,0.8008331060409546,"In December the president jotted down a tax plan, in part, in a post on his personal [[facebook]] account, according to [[abc]] [[news]]. [[slight]] problem : [[him]] didn't have a copy of the plan he had scribbled down. [[recently]] Sanders took over the White [[house]], his wife Jane [[flies]] to [[washington]] on the eve of a CNN town hall event to stock the Oval Office with memorabilia he [[stole]] to help sell the White House to donors and other [[dignitaries]] in his bid for the [[democratic]] presidential nomination. [[upon]] the day after she left, the files in the White House were [[stripped]] of Sanders'stray commas : John [[post]] / Reuters Sanders is now trying to protect his brand from any [[obvious]] damage from the trove of records. "" [[we]] feel the statements that the administration has made, with respect to their openness, are over the top, "" [[clinton]] campaign manager, Symone Sanders, told [[the]] [[hill]]",Successful
376,1.0,300.0,1.0,0.0011280179023742676,"[[The]] Falcon CEO warned in a recent filing with the Securities and [[Exchange]] Commission that it was unlikely that the government would approve an existing oil pipeline or [[project]] for an LNG [[facility]]. "" [[Most]] shareholders look at the lease and they see a pipeline, "" [[McGlade]] [[said]]. "" The presumption is that the government will object to an existing oil and gas project. [[We]] have no doubt in my mind that will be the position. "" [[The]] Competition Bureau requires [[newly]] - licensed interstate pipelines to be in line with their owners'intent. [[If]] the early application for Enbridge Energy's ( EE ) Line 5 Extension is denied, the company can seek an order asking a federal court to revive the company's [[route]]. Still, the likelihood that government rules will ultimately be overturned is minuscule, [[said]] Stan Solomon, [[CEO]] of Regulatory and Public Policy Solutions of Chattanooga. "" The big [[thing]] is the outcome will probably hinge on the Supreme Court. In",0.0,0.5648457407951355,"[[the]] Falcon CEO warned in a recent filing with the Securities and [[exchanges]] Commission that it was unlikely that the government would approve an existing oil pipeline or [[apply]] for an LNG [[project]]. "" [[most]] shareholders look at the lease and they see a pipeline, "" [[i]] [[speculated]]. "" The presumption is that the government will object to an existing oil and gas project. [[myself]] have no doubt in my mind that will be the position. "" [[the]] Competition Bureau requires [[fully]] - licensed interstate pipelines to be in line with their owners'intent. [[although]] the early application for Enbridge Energy's ( EE ) Line 5 Extension is denied, the company can seek an order asking a federal court to revive the company's [[option]]. Still, the likelihood that government rules will ultimately be overturned is minuscule, [[reasoned]] Stan Solomon, [[ceo]] of Regulatory and Public Policy Solutions of Chattanooga. "" The big [[assumption]] is the outcome will probably hinge on the Supreme Court. In",Successful
377,1.0,80.0,1.0,0.09067517518997192,"STEAPHOPERS IT & AIM GOLD Lech [[Zelenka]]! Jerome Harrison. CONSOLE KING ASSOCIATE. FIRST [[CHANCE]] PLAYED By Man Mario. FROST in Springfield, Illinois, November, 21, 1876. NEXT IS FIFTH! IN THE MANAPULATION of AN ANCIENT ARMY IS THE'SAME'AS AN ILLUMINATI'S WASHINGTON SCHOOL OF DEFENSIVE ENFORCEMENT BEING LITERALLY TESTED BY CHARLIE BILL - IDENBRENZE. THE ORIGINAL PAGE OR'CHOIR TRUCK ', ( corresponding to a formation familiar from the time of exuberant copy editing ), being mounted",0.0,0.7551814317703247,"STEAPHOPERS IT & AIM GOLD Lech [[thee]]! Jerome Harrison. CONSOLE KING ASSOCIATE. FIRST [[time]] PLAYED By Man Mario. FROST in Springfield, Illinois, November, 21, 1876. NEXT IS FIFTH! IN THE MANAPULATION of AN ANCIENT ARMY IS THE'SAME'AS AN ILLUMINATI'S WASHINGTON SCHOOL OF DEFENSIVE ENFORCEMENT BEING LITERALLY TESTED BY CHARLIE BILL - IDENBRENZE. THE ORIGINAL PAGE OR'CHOIR TRUCK ', ( corresponding to a formation familiar from the time of exuberant copy editing ), being mounted",Successful
378,1.0,264.0,1.0,0.02514892816543579,"Before the Comic Con [[announcement]] the actor appeared on Chris Rock's show to discuss the new season. There may have been an issue with the tape and Ross were about to go on the show, but he [[turned]] them away. In December 2013 he had an unspecified scheduling conflict so he didn't appear on any episode of "" Modern Family "" in any country other than the U. S. Since February 2015, it's been nearly impossible to get access to Ross despite a box office of over $ 50 million. He was just featured on a recent episode of "" Celebrity Family Feud "". When I [[asked]] him what happened it turns out there was a problem with how the episode was in the latter part of filming. [[The]] door was already open to him being a guest on the show and they had open access after the [[first]] door had already been closed. But Ross wanted to do it, not because he wanted to be a guest on a reality",0.0,0.5242185592651367,"Before the Comic Con [[open]] the actor appeared on Chris Rock's show to discuss the new season. There may have been an issue with the tape and Ross were about to go on the show, but he [[blew]] them away. In December 2013 he had an unspecified scheduling conflict so he didn't appear on any episode of "" Modern Family "" in any country other than the U. S. Since February 2015, it's been nearly impossible to get access to Ross despite a box office of over $ 50 million. He was just featured on a recent episode of "" Celebrity Family Feud "". When I [[tel]] him what happened it turns out there was a problem with how the episode was in the latter part of filming. [[there]] door was already open to him being a guest on the show and they had open access after the [[new]] door had already been closed. But Ross wanted to do it, not because he wanted to be a guest on a reality",Successful
408,1.0,321.0,1.0,0.10687583684921263,"It was an attempt by Hillel, Akunis, and his successors to preserve the [[ties]] between Judaism and Israel. And the children of Israeli Jewish immigrants — Rachel and [[Daniel]], who married in Jerusalem in 2009, and also the Hasid who now was [[going]] to become Prime Minister, Ehud Olmert, all attended G - Amez. Speaking about the history of [[G]] - Amez in public, rabbis argue that its disruption of the communal system at the top left a power vacuum there that's been filled in by politicians [[like]] Ariel Sharon and Yaakov Klinker, who tried to both change [[Israeli]] policies and their Jewish identities. Under G - [[Amez]], which came to an end in 2007, rabbis could [[take]] [[full]] control of a vast multiracial cohort. But giving them power to influence policy would be a threat to the rabbinate's relationship with its [[Jewish]] clients. One of the tiniest, most",0.0,0.7585006952285767,"It was an attempt by Hillel, Akunis, and his successors to preserve the [[relationship]] between Judaism and Israel. And the children of Israeli Jewish immigrants — Rachel and [[joseph]], who married in Jerusalem in 2009, and also the Hasid who now was [[poised]] to become Prime Minister, Ehud Olmert, all attended G - Amez. Speaking about the history of [[d]] - Amez in public, rabbis argue that its disruption of the communal system at the top left a power vacuum there that's been filled in by politicians [[besides]] Ariel Sharon and Yaakov Klinker, who tried to both change [[zionist]] policies and their Jewish identities. Under G - [[d]], which came to an end in 2007, rabbis could [[command]] [[complete]] control of a vast multiracial cohort. But giving them power to influence policy would be a threat to the rabbinate's relationship with its [[jewish]] clients. One of the tiniest, most",Successful
410,1.0,388.0,1.0,0.0013422966003417967,"If the social news [[site]] landed them an infinite number of validation points that [[way]], they would have no real reason to [[show]] up at all other than so they [[could]] tick'person of interest '. The instant gratification of [[individual]] validation is a dangerous thing for our democracy. [[This]] is why the events of the Friday [[night]] [[demonstration]] in Black Lives Matter Chicago are critical to the fate of alternative media's ability to evolve. "" [[When]] I was researching this piece, I found a [[number]] of news organizations that are sold heavily to same - sex audiences. [[They]] are big on entertaining issues and breaking news. [[For]] the purpose of this case study, I did not [[follow]] their advertising. It's not uncommon that new social media [[insights]] can only be pulled about the specific social media sites one desires. However, I wanted to take a side - [[eye]] to these organizations whose parent companies carry these brands of [[thinking]], with those brands allegedly designed as extensions of corporate [[interests]]",0.0,0.5433177351951599,"If the social news [[sites]] landed them an infinite number of validation points that [[well]], they would have no real reason to [[pick]] up at all other than so they [[might]] tick'person of interest '. The instant gratification of [[self]] validation is a dangerous thing for our democracy. [[a]] is why the events of the Friday [[pride]] [[demonstrations]] in Black Lives Matter Chicago are critical to the fate of alternative media's ability to evolve. "" [[here]] I was researching this piece, I found a [[collection]] of news organizations that are sold heavily to same - sex audiences. [[we]] are big on entertaining issues and breaking news. [[so]] the purpose of this case study, I did not [[investigate]] their advertising. It's not uncommon that new social media [[information]] can only be pulled about the specific social media sites one desires. However, I wanted to take a side - [[view]] to these organizations whose parent companies carry these brands of [[interest]], with those brands allegedly designed as extensions of corporate [[ourselves]]",Successful
412,1.0,416.0,1.0,0.0012527704238891602,"[[The]] Tang Brothers, of course, have [[also]] already ended the reliance on their rustic terrain, and built massive battle tactics above it! [[If]] there was anything Ye Qingyu did that was [[related]] to feudalism, it [[must]] be his contempt for the colonial country, which turned into a [[conflict]] between the military arts and Chinese culture. [[Pa]] pa pa pa '! [[Several]] wheelbarrows of manure each kicked up the speed of an elephant horse, supported by [[dozens]] of horn - covered Mongolian soldiers advancing in dozens from the south, [[towards]] the rear ranks of the Tang Army. [[The]] Mongol artillery firing slowly at the Mao - Style Ground Battle, turned the [[ground]] into a mire. The surrounding hill,, was very [[thin]] as the imperialist China, was built on it. [[The]] Tang Army also set up a defensive line in the north. Ma Jian turned from enemy to focus on Ye Qingyu. "" [[I]] don't have a horse with me",0.0,0.5556850433349609,"[[the]] Tang Brothers, of course, have [[just]] already ended the reliance on their rustic terrain, and built massive battle tactics above it! [[unless]] there was anything Ye Qingyu did that was [[linked]] to feudalism, it [[ought]] be his contempt for the colonial country, which turned into a [[clash]] between the military arts and Chinese culture. [[cha]] pa pa pa '! [[massive]] wheelbarrows of manure each kicked up the speed of an elephant horse, supported by [[legions]] of horn - covered Mongolian soldiers advancing in dozens from the south, [[upon]] the rear ranks of the Tang Army. [[the]] Mongol artillery firing slowly at the Mao - Style Ground Battle, turned the [[terrain]] into a mire. The surrounding hill,, was very [[massive]] as the imperialist China, was built on it. [[each]] Tang Army also set up a defensive line in the north. Ma Jian turned from enemy to focus on Ye Qingyu. "" [[me]] don't have a horse with me",Successful
423,1.0,382.0,1.0,0.0006545186042785645,"[[About]] four - fifths of the daily Greek population pay a price. [[But]] for this, they get this beautiful Turkish cuisine. [[The]] house specialties are [[suttleak]] crudo - meal, chickpea and the best and strongest share croquettes in Greece. [[Company]] wearing GPS backpack drops off a wad of US dollar bills in exchange for [[100]] - euro [[pieces]] of more authentic food. In modern Athens, [[twenty]] - second street [[food]] is the talk of [[Greece]] ; popular chain Rue Izakaya serves [[dolmades]] dolmades from the window, and street eateries house game [[nights]] on Sundays. These traditional Greek dishes are pastries, kiosk, baklava and [[babkas]] – these are some of the main meals in the evening when we were there ( although one [[could]] have at home or feast in cups, sandwiches or [[cake]] ). [[Many]] people take these meals to work with the idea that they [[could]] be a quick and easy diversion",0.0,0.5272359848022461,"[[over]] four - fifths of the daily Greek population pay a price. [[and]] for this, they get this beautiful Turkish cuisine. [[those]] house specialties are [[turkish]] crudo - meal, chickpea and the best and strongest share croquettes in Greece. [[anybody]] wearing GPS backpack drops off a wad of US dollar bills in exchange for [[800]] - euro [[supply]] of more authentic food. In modern Athens, [[ninety]] - second street [[cuisine]] is the talk of [[greece]] ; popular chain Rue Izakaya serves [[chicken]] dolmades from the window, and street eateries house game [[players]] on Sundays. These traditional Greek dishes are pastries, kiosk, baklava and [[cakes]] – these are some of the main meals in the evening when we were there ( although one [[gotta]] have at home or feast in cups, sandwiches or [[cakes]] ). [[nowadays]] people take these meals to work with the idea that they [[gotta]] be a quick and easy diversion",Successful
428,1.0,378.0,1.0,0.004605352878570557,"Today's news isn't all that surprises us either. [[We're]] still looking for a series called "" Scavenging Atlantis "" to [[start]] up the Burning Man theme. The artist has confirmed our requests for a project of this nature so stay tuned! [[It]] could be a game to prepare for a big event, or it could be a way to [[get]] immortalized at Burning Man's "" ancient ocean. "" [ [[Press]] Release ] [[It'll]] be up to fans to decide what all the hype is about next year, but keep a look out for MmmTrash2. [[0'ed]] by Fireproof. The [[next]] Burning Man will [[take]] [[place]] on October 20th in San [[Diego]], CA. [[My]] sense is that we'll end up mostly full or going partial. [[Besides]], we'll still know what the Dream Machines [[live]] up to. We'll know about a score. [[And]] [[we'll]] surely have some shit to say about",0.0,0.5653877258300781,"Today's news isn't all that surprises us either. [[are]] still looking for a series called "" Scavenging Atlantis "" to [[live]] up the Burning Man theme. The artist has confirmed our requests for a project of this nature so stay tuned! [[its]] could be a game to prepare for a big event, or it could be a way to [[go]] immortalized at Burning Man's "" ancient ocean. "" [ [[press]] Release ] [[is]] be up to fans to decide what all the hype is about next year, but keep a look out for MmmTrash2. [[1]] by Fireproof. The [[upcoming]] Burning Man will [[event]] [[occurs]] on October 20th in San [[diego]], CA. [[i]] sense is that we'll end up mostly full or going partial. [[furthermore]], we'll still know what the Dream Machines [[lived]] up to. We'll know about a score. [[and]] [[i]] surely have some shit to say about",Successful
429,1.0,259.0,1.0,0.022535860538482663,"An audit by The New [[York]] Times found that AT & T rigged how people could pay for business unlimited data plans. Workers who signed up for the plans, which had their monthly data caps cut in half, were told by AT & T that it would be a "" career - extending "" three months. But The Times found it wasn't — it was a trial which was supposed to last 20 weeks, so that [[AT]] & T could gather data. [[The]] experiment ended up extending the project, and taking five months to conclude. A [[month]] after announcing the 20 - week trial, AT & T began to charge the same $ 20 a month data, and worked harder to suggest people move to premium data plans as soon as possible. * MYSTERY SOLVED : Twitter barred anonymous posts and [[users]] started contacting each other. [[Twitter]] says it has not [[decided]] if it will resume its constant loop of developers who had [[access]] to private, who have",0.0,0.5419516563415527,"An audit by The New [[york]] Times found that AT & T rigged how people could pay for business unlimited data plans. Workers who signed up for the plans, which had their monthly data caps cut in half, were told by AT & T that it would be a "" career - extending "" three months. But The Times found it wasn't — it was a trial which was supposed to last 20 weeks, so that [[t]] & T could gather data. [[which]] experiment ended up extending the project, and taking five months to conclude. A [[evening]] after announcing the 20 - week trial, AT & T began to charge the same $ 20 a month data, and worked harder to suggest people move to premium data plans as soon as possible. * MYSTERY SOLVED : Twitter barred anonymous posts and [[developers]] started contacting each other. [[twitter]] says it has not [[started]] if it will resume its constant loop of developers who had [[taken]] to private, who have",Successful
430,1.0,511.0,1.0,0.00024062395095825195,"[[Momar]] in 1984 in and out of parliament ( he [[resigned]] from parliament in 2004 ) and so had little influence. [[His]] popularity [[seems]] to have diminished ( he now has two beers on tap ) as London [[tastes]] a little less London ( it's a hair better now ). [[Is]] he a visionary politician? Well, he got [[people]] to extend their [[votes]] in 1997 by introducing council tax, though he [[disliked]] council tax and the bursaries he paid the teachers. [[He]] also got around the problem that the BBC coverage of the campaign was [[boomerangy]], shifting the support of his rivals to the left. Indeed, no MP fell apart as a [[result]] of local government. How did he save London? [[He]] pioneered schemes which, surely, [[could]] never be [[replicated]] elsewhere. Long action videos, such as the veteran [[Yorkshireman's'Hemlock]] Grove ', make a huge difference. [[He]] privatised his council [[estates]], not simply shifting land owners",0.0,0.5087818503379822,"[[lived]] in 1984 in and out of parliament ( he [[hung]] from parliament in 2004 ) and so had little influence. [[him]] popularity [[claims]] to have diminished ( he now has two beers on tap ) as London [[turns]] a little less London ( it's a hair better now ). [[wasn]] he a visionary politician? Well, he got [[somebody]] to extend their [[vote]] in 1997 by introducing council tax, though he [[missed]] council tax and the bursaries he paid the teachers. [[him]] also got around the problem that the BBC coverage of the campaign was [[inadequate]], shifting the support of his rivals to the left. Indeed, no MP fell apart as a [[head]] of local government. How did he save London? [[him]] pioneered schemes which, surely, [[gotta]] never be [[made]] elsewhere. Long action videos, such as the veteran [[guy]] Grove ', make a huge difference. [[it]] privatised his council [[houses]], not simply shifting land owners",Successful
432,1.0,178.0,1.0,0.284209668636322,"[[Why]] do you think government taxes government spending? Is government spending unnecessary? Has it led to extreme individualism? Is this a more or less important issue than fixing government programs? What is a "" Citizen's Standing ""? How is lobbying or spending by a political party or association taxed? Do "" significant contributions "" by unions or corporations mean a one - time contribution or maintenance of an individual account? Does business ( related to politics ) pay corporation income tax? Is normal, or "" extraordinary, "" corruption a taxable problem? What is the capital gains and income tax rate? If taxes are equal, who pays taxes and who gets a refund? Does any percentage of interest paid on savings or investments also add to the taxes paid? ( Inflation is not equal to a tax increase. ) Please explain your answer with political jargon or metaphors that cover [[different]] genres. Applicants who understand some of these concepts and who would",0.0,0.5312371253967285,"[[really]] do you think government taxes government spending? Is government spending unnecessary? Has it led to extreme individualism? Is this a more or less important issue than fixing government programs? What is a "" Citizen's Standing ""? How is lobbying or spending by a political party or association taxed? Do "" significant contributions "" by unions or corporations mean a one - time contribution or maintenance of an individual account? Does business ( related to politics ) pay corporation income tax? Is normal, or "" extraordinary, "" corruption a taxable problem? What is the capital gains and income tax rate? If taxes are equal, who pays taxes and who gets a refund? Does any percentage of interest paid on savings or investments also add to the taxes paid? ( Inflation is not equal to a tax increase. ) Please explain your answer with political jargon or metaphors that cover [[distinct]] genres. Applicants who understand some of these concepts and who would",Successful
